deal_id,company_name,country,city,date,stage,amount_usd,disclosed,sector,description,founded_year,website,lead_investor,co_investors,investor_types,source,notes
GCC0114,Holo,UAE,Dubai,2023-02,Seed,,FALSE,Proptech,Real estate fintech and mortgage platform,,,Watheeq Proptech Venture,"Hambro Perks Oryx Fund, Dubai Future District Fund, Annex Investments",VC,Perplexity — Fund Portfolio Research,
GCC0115,nealthy,UAE,Dubai,2023-02,Pre-Seed,1300000,TRUE,Deep Tech & AI,,,,,,,News — Google News — raises million Gulf,REVIEW | Dubai Web3 startup nealthy raises $1.3M pre-seed funding - YourStory.com | https://news.google.com/rss/articles/CBMijwFBVV95cUxNZEVLczhvZkpMem84R2I5dm11Zmp
GCC0116,Zid,Saudi Arabia,Riyadh,2023-02,Series B,50000000,TRUE,SaaS & Enterprise Software,E-commerce enablement platform for merchants,,,Oak HC/FT,"Wa'ed Ventures, Endeavor Catalyst, Global Ventures, Seedra Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0117,Noon Academy,Saudi Arabia,Riyadh,2023-02,Series B,41000000,TRUE,Edtech,Online tutoring and peer learning platform,,,Sanabil Investments,"STV, Raed Ventures, Outliers VC",VC,Perplexity — Fund Portfolio Research,
GCC0118,Tabby,UAE,Dubai,2023-01,Series C+,58000000,TRUE,Fintech,Buy-now-pay-later fintech platform operating across UAE and Saudi Arabia,,,STV,Sequoia Capital India,VC,Perplexity — Fund Portfolio Research,
GCC0119,Lendo,Saudi Arabia,Riyadh,2023-01,Series B,28000000,TRUE,Fintech,SME debt crowdfunding and lending platform,,,Sanabil Investments,"Shorooq Partners, AB Ventures, Derayah Ventures, Seedra Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0120,Wafeq,UAE,,2023-01,Seed,3000000,TRUE,SaaS & Enterprise Software,SME accounting and fintech SaaS,,,Raed Ventures,Wamda Capital,VC,Perplexity — Fund Portfolio Research,
GCC0121,KitchenimiKs,Oman,,2022-12,Seed,1700000,TRUE,Food & Agritech,F&B and cloud kitchen platform,,,Angel investors,,VC,Perplexity — Fund Portfolio Research,
GCC0122,Calo,Bahrain,Manama,2022-12,Series B,25000000,TRUE,Food & Agritech,Meal subscription and food delivery platform,,,Nuwa Capital,"STV, Khwarizmi Ventures, Al Faisaliah Group, Aditum Investment Management",VC,Perplexity — Fund Portfolio Research,
GCC0123,Dapi,UAE,Dubai,2022-11,Seed,5000000,TRUE,Fintech,Open banking and financial data API platform,,,Base10 Partners,"Dara Holdings, Afore Capital, Class 5 Global",VC,Perplexity — Fund Portfolio Research,
GCC0124,Qashio,UAE,,2022-11,Seed,10000000,TRUE,Fintech,,,,,,,News — Google News — Series A GCC,"REVIEW | Qashio, UAE’s FinTech startup, raises $10 million in a seed round - waya.media | https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOTBLdE9mdWt5MUcxdzB3NEVzdEF"
GCC0125,NymCard,UAE,Dubai,2022-11,Series B,33000000,TRUE,Fintech,Banking-as-a-Service platform,,,DisruptAD,"Chimera Capital, DFDF, Knollwood, Endeavor Catalyst, Shorooq Partners, Oraseya Capital, MEVP, VentureSouq",VC,Perplexity — Fund Portfolio Research,
GCC0126,NearPay,Saudi Arabia,Riyadh,2022-11,Seed,2500000,TRUE,Fintech,NFC and contactless payments platform,,,Vision Ventures,"AB Ventures, Plug and Play",VC,Perplexity — Fund Portfolio Research,
GCC0127,Salla,Saudi Arabia,Mecca,2022-11,Series B,130000000,TRUE,SaaS & Enterprise Software,E-commerce enablement platform for SMEs,,,Investcorp,"Sanabil Investment, STV, Raed Ventures, Vision Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0128,Aumet,Saudi Arabia,Riyadh,2022-10,Series A,50000000,TRUE,Healthtech,Healthcare supply chain and procurement platform,,,Undisclosed,Undisclosed,VC,Perplexity — Fund Portfolio Research,
GCC0129,baraka,UAE,,2022-10,Series A,20000000,TRUE,Fintech,,,,Valar Ventures,"Knollwood, Commerce Ventures, Endeavor Catalyst, Global Founders Capital, VentureSouq, FJ Labs",,News — Google News — Series A GCC,REVIEW | UAE fintech baraka raises $20m Series A funding round - Gulf Business | https://news.google.com/rss/articles/CBMiiwFBVV95cUxNRFJFa0hGQVpVSFpOOGFvb2JhVUx
GCC0130,Lean Technologies,Saudi Arabia,Riyadh,2022-09,Series B,67000000,TRUE,Fintech,Open banking and financial data API platform,,,Bain Capital Ventures,"Sequoia Capital India, General Catalyst, Ribbit Capital, BECO Capital",VC,Perplexity — Fund Portfolio Research,
GCC0131,The Cloud,UAE,,2022-09,Series A,10000000,TRUE,Food & Agritech,,,,,,,News — Google News — Series A GCC,REVIEW | UAE-based Cloud Kitchens Startup The Cloud Raises USD12M in Funding - waya.media | https://news.google.com/rss/articles/CBMinAFBVV95cUxOWG5hZUttOURFOGItNU11TGZ5T1p
GCC0132,Huspy,UAE,Dubai,2022-09,Series A,37000000,TRUE,Proptech,Digital mortgage and home financing platform,,,Balderton Capital,"Founders Fund, Peak XV, Exborder Partners, Turmeric Capital, BY Ventures, VentureSouq",VC,Perplexity — Fund Portfolio Research,
GCC0133,Faceki,Bahrain,,2022-08,Seed,,FALSE,SaaS & Enterprise Software,Identity verification and fraud protection platform,,,Nama Ventures,,VC,Perplexity — Fund Portfolio Research,
GCC0134,Tamara,Saudi Arabia,Riyadh,2022-08,Series B,100000000,TRUE,Fintech,Buy-now-pay-later and shopping platform across Saudi Arabia and GCC,,,Sanabil Investments,Coatue,VC,Perplexity — Fund Portfolio Research,
GCC0135,FlexxPay,UAE,Dubai,2022-08,Seed,3500000,TRUE,Fintech,Earned wage access and financial wellness platform,,,Flourish Ventures,"Global Ventures, 4DX Ventures, Nuwa Capital, Sukna Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0136,Karty,Qatar,Doha,2022-07,Pre-Seed,1180000,TRUE,Fintech,Personal finance and spend management app,,,Visa,"Qatar Development Bank, Qatar Foundation, angel investors",VC,Perplexity — Fund Portfolio Research,
GCC0137,Foodics,Saudi Arabia,Riyadh,2022-06,Series C+,170000000,TRUE,SaaS & Enterprise Software,Restaurant management and POS SaaS platform,,,Prosus,"Sanabil Investments, Sequoia Capital India, STV, Endeavor Catalyst",VC,Perplexity — Fund Portfolio Research,
GCC0138,Maalexi,UAE,Dubai,2022-06,Seed,1000000,TRUE,Fintech,Trade finance platform,,,Global Ventures,"VentureSouq, Unique Venture Capital, Plug and Play",VC,Perplexity — Fund Portfolio Research,
GCC0139,Pure Harvest,UAE,,2022-06,Undisclosed,181000000,TRUE,Deep Tech & AI,,,,,,,News — Google News — raises million Gulf,REVIEW | Billionaire Olayan family backs UAE’s Pure Harvest in $181m fundraise - AgFunderNews | https://news.google.com/rss/articles/CBMimwFBVV95cUxQMTMyMFNLU3M5SnFEbzZIdEp6VDB
GCC0140,Moneyfellows,UAE,Dubai,2022-05,Series B,60000000,TRUE,Fintech,Digital money circles and group savings platform,,,Partech,"Nclude, MEVP",VC,Perplexity — Fund Portfolio Research,
GCC0141,Fasset,UAE,Dubai,2022-04,Series A,22000000,TRUE,Fintech,Digital assets and crypto investment platform,,,Liberty City Ventures,"Workshop Ventures, Fatima Gobi Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0142,Raha,Kuwait,Kuwait City,2022-04,Seed,6700000,TRUE,Logistics & Supply Chain,E-grocery and logistics platform,,,Undisclosed regional investors,,VC,Perplexity — Fund Portfolio Research,
GCC0143,360VUZ,UAE,Dubai,2022-04,Series A,20000000,TRUE,Media & Entertainment,Immersive video and super app platform,,,e& capital,"ADQ, DFDF",VC,Perplexity — Fund Portfolio Research,
GCC0144,AHOY,UAE,Dubai,2022-03,Series A,20000000,TRUE,Logistics & Supply Chain,Mobility SaaS and logistics technology platform,,,Undisclosed,Undisclosed,VC,Perplexity — Fund Portfolio Research,
GCC0145,Ziina,UAE,Dubai,2022-02,Seed,7500000,TRUE,Fintech,Peer-to-peer payments and financial services app,,,Altos Ventures,"Fintech Collective, Class 5 Global, Avenir Growth, Y Combinator",VC,Perplexity — Fund Portfolio Research,
GCC0146,BARQ,Saudi Arabia,Riyadh,2022-02,Seed,4000000,TRUE,Logistics & Supply Chain,Delivery-as-a-service logistics platform,,,OTF Jasoor Ventures,"Hambro Perks Oryx Fund, Sultan Holding, SVC",VC,Perplexity — Fund Portfolio Research,
GCC0147,Nabta Health,UAE,Dubai,2022-02,Seed,1500000,TRUE,Healthtech,Femtech and women's healthcare platform,,,Basim Anwer,"Priya Oberoi, Sarper Tanli, Nadia Mannell",VC,Perplexity — Fund Portfolio Research,
GCC0148,Pypl,UAE,,2022-02,Series A,11000000,TRUE,Fintech,,,,,,,News — Google News — UAE funding,REVIEW | UAE-based Blockchain Payments Startup Pypl Raises $11 Million - Financial IT | https://news.google.com/rss/articles/CBMiqgFBVV95cUxQV1c5VDNRMk9yMTNWaVpwcTV3a1V
GCC0149,Mozn,Saudi Arabia,Riyadh,2022-02,Series A,10000000,TRUE,Deep Tech & AI,,,,Raed Ventures,VentureSouq,VC,Perplexity — Fund Portfolio Research,
GCC0150,Yassir,UAE,Dubai,2022-01,Series B,150000000,TRUE,Logistics & Supply Chain,Super app for ride-hailing and delivery,,,BOND,"Y Combinator, DN Capital",VC,Perplexity — Fund Portfolio Research,
GCC0151,Sary,Saudi Arabia,Riyadh,2022-01,Series B,65000000,TRUE,E-commerce & Retail,B2B marketplace for food and beverage businesses,,,Quona Capital,"Graph Ventures, Amaya Capital, VentureSouq, Raed Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0152,TruKKer,Saudi Arabia,Riyadh,2022-01,Series B,96000000,TRUE,Logistics & Supply Chain,,,,ADQ,"Mubadala, Riyad Taqnia Fund, Shorooq Partners, 500 Global",VC,Perplexity — Fund Portfolio Research,
GCC0153,Lamaa,Saudi Arabia,Riyadh,2021-12,Seed,5500000,TRUE,Fintech,,,,Raed Ventures,Wa'ed Ventures,VC,Perplexity — Fund Portfolio Research,
GCC0154,Marn,Saudi Arabia,Riyadh,2021-11,Seed,1500000,TRUE,SaaS & Enterprise Software,Restaurant loyalty and CRM platform,,,Sukna Ventures,Raed Ventures,VC,Perplexity — Fund Portfolio Research,
GCC0155,Invygo,UAE,Dubai,2021-09,Seed,1900000,TRUE,Logistics & Supply Chain,Car subscription and mobility platform,,,Class 5 Global,"Signal Peak Ventures, World Investment Holdings",VC,Perplexity — Fund Portfolio Research,
GCC0156,Huspy,UAE,Dubai,2021-09,Seed,,FALSE,Proptech,Digital mortgage and home financing platform,,,BY Ventures,Undisclosed,VC,Perplexity — Fund Portfolio Research,
GCC0157,Arrow Labs,UAE,Dubai,2021-09,Growth,,FALSE,SaaS & Enterprise Software,Enterprise SaaS and logistics software platform,,,BY Ventures,Undisclosed,VC,Perplexity — Fund Portfolio Research,
GCC0158,Mabaat,Saudi Arabia,Riyadh,2021-08,Seed,2400000,TRUE,Proptech,Short-term rental and hospitality platform,,,Derayah Ventures,Seedra Ventures,VC,Perplexity — Fund Portfolio Research,
GCC0159,Eyewa,UAE,Dubai,2021-08,Series B,21000000,TRUE,E-commerce & Retail,Online eyewear e-commerce platform,,,Kingsway Capital,"Nuwa Capital, French Partners, FJ Labs, Derayah Ventures, Khwarizmi Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0160,Tabby,UAE,Dubai,2021-08,Series B,50000000,TRUE,Fintech,Buy-now-pay-later fintech platform operating across UAE and Saudi Arabia,,,Global Founders Capital,"STV, Global Founders Capital, Delivery Hero, Arbor Ventures, Raed Ventures, MSA Capital, VentureSouq, Global Ventures, Mubadala",VC,Perplexity — Fund Portfolio Research,
GCC0161,Kitopi,UAE,Dubai,2021-07,Series C+,415000000,TRUE,Food & Agritech,,,,SoftBank Vision Fund 2,BECO Capital,VC,Perplexity — Fund Portfolio Research,
GCC0162,Sarwa,UAE,Abu Dhabi,2021-07,Series B,15000000,TRUE,Fintech,,,,Mubadala Investment Company,"HALA Ventures, 500 Global, MEVP",VC,Perplexity — Fund Portfolio Research,
GCC0163,SkipCash,Qatar,Doha,2021-07,Seed,1920000,TRUE,Fintech,Digital payments platform,,,Private Qatari investors,Local angels,VC,Perplexity — Fund Portfolio Research,
GCC0164,Fresha,UAE,Dubai,2021-06,Series C+,152000000,TRUE,SaaS & Enterprise Software,Beauty and wellness marketplace and SaaS platform,,,General Atlantic,"Huda Beauty, BECO Capital, Class 5 Global",VC,Perplexity — Fund Portfolio Research,
GCC0165,Alma Health,UAE,Abu Dhabi,2021-06,Seed,,FALSE,Healthtech,Digital health and chronic care management platform,,,Hambro Perks Oryx Fund,Strategic angels,VC,Perplexity — Fund Portfolio Research,
GCC0166,Snoonu,Qatar,Doha,2021-04,Series A,5000000,TRUE,E-commerce & Retail,Super app for e-commerce and delivery,,,Qatar Development Bank,Undisclosed investors,VC,Perplexity — Fund Portfolio Research,
GCC0167,HALA,Saudi Arabia,Riyadh,2021-03,Series A,6500000,TRUE,Fintech,,,,Impact46,Raed Ventures,VC,Perplexity — Fund Portfolio Research,
GCC0168,Lendo,Saudi Arabia,Riyadh,2021-03,Series A,7200000,TRUE,Fintech,,,,Derayah Ventures,"Shorooq Partners, Impact46, 500 Global",VC,Perplexity — Fund Portfolio Research,
GCC0169,NymCard,UAE,Abu Dhabi,2021-02,Series A,7600000,TRUE,Fintech,,,,Shorooq Partners,"OTF Jasoor Ventures, VentureSouq",VC,Perplexity — Fund Portfolio Research,
GCC0170,Tamara,Saudi Arabia,Riyadh,2021-01,Seed,6000000,TRUE,Fintech,Buy-now-pay-later and shopping platform,,,500 Global,"VentureSouq, Khwarizmi Ventures, Hambro Perks Oryx Fund",VC,Perplexity — Fund Portfolio Research,
GCC0171,IR4Lab,Saudi Arabia,Dhahran,2021-01,Seed,1500000,TRUE,Edtech,STEM education and robotics platform,,,Wa'ed Ventures,,VC,Perplexity — Fund Portfolio Research,
GCC0172,Dibsy,Qatar,Doha,2021-01,Pre-Seed,300000,TRUE,Fintech,Digital payments gateway,,,Local angel investors,,VC,Perplexity — Fund Portfolio Research,
GCC0173,CWallet,Qatar,Doha,2021-01,Seed,220000,TRUE,Fintech,Payroll and remittance wallet platform,,,MBK Holding,"360 Nautica, Snoonu Holding",VC,Perplexity — Fund Portfolio Research,
GCC0174,Spendwisor,Qatar,Doha,2021-01,Pre-Seed,1000000,TRUE,Fintech,Payments and loyalty fintech platform,,,Local angel investors,,VC,Perplexity — Fund Portfolio Research,
GCC0175,eMushrif,Oman,,2020-12,Series A,2300000,TRUE,SaaS & Enterprise Software,IoT smart bus and school transport management,,,IDO Investments,"Phaze Ventures, OTF Jasoor Ventures, Dtec Ventures, Myrad Holding",VC,Perplexity — Fund Portfolio Research,
GCC0176,Tabby,Bahrain,,2020-12,Series A,23000000,TRUE,Fintech,Buy-now-pay-later fintech platform operating across UAE and Saudi Arabia,,,Arbor Ventures,"Mubadala Capital Ventures, Golden Gates Ventures, Global Founders Capital, HOF Capital, Dara Holdings",,News — Google News — GCC venture,REVIEW | Tabby raises $23 million in one of GCC’s largest Series-A round - StartUp Bahrain | https://news.google.com/rss/articles/CBMimAFBVV95cUxORkpadF90V0EwUVdLeTBLOFg0NGl
GCC0177,Kaykroo,UAE,Dubai,2020-10,Undisclosed,4000000,TRUE,Food & Agritech,,,,,,,News — Google News — raises million Gulf,REVIEW | Dubai-based cloud kitchen startup Kaykroo raises $4m in new funding - Gulf Business | https://news.google.com/rss/articles/CBMilwFBVV95cUxNc3JjRGYzTDBSVWU5ZExTR3JvOG5
GCC0178,Floward,Kuwait,Kuwait City,2020-10,Series A,2750000,TRUE,E-commerce & Retail,Online flowers and gifts e-commerce platform,,,Impact46,"Faith Capital, BNK",VC,Perplexity — Fund Portfolio Research,
GCC0179,Synkers,UAE,Dubai,2020-09,Pre-Seed,1800000,TRUE,Edtech,Online tutoring and education platform,,,Dr. Lama Al Sulaiman,,VC,Perplexity — Fund Portfolio Research,
GCC0180,Eyewa,UAE,Dubai,2020-08,Series A,2500000,TRUE,E-commerce & Retail,,,,Wamda Capital,Nuwa Capital,VC,Perplexity — Fund Portfolio Research,
GCC0181,Kitopi,UAE,Dubai,2020-07,Series B,60000000,TRUE,Food & Agritech,Cloud kitchen and food technology platform,,,Knollwood Investment Advisory,"Lumia Capital, Reshape, BECO Capital, Endeavor Catalyst",VC,Perplexity — Fund Portfolio Research,
GCC0182,Lean Technologies,Saudi Arabia,Riyadh,2020-07,Seed,3500000,TRUE,Fintech,,,,Raed Ventures,"Shorooq Partners, Global Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0183,Noon Academy,Saudi Arabia,Riyadh,2020-06,Seed,13000000,TRUE,Edtech,Online tutoring and peer learning platform,,,STV,,VC,Perplexity — Fund Portfolio Research,
GCC0184,Rise,UAE,Dubai,2020-03,Undisclosed,1400000,TRUE,Deep Tech & AI,,,,,,,News — Google News — GCC venture,REVIEW | Dubai’s Rise raises $1.4 million investment to provide financial services to low-income migrants in  | https://news.google.com/rss/articles/CBMiVEFVX3lxTE5NRFVUVXFXcklKVDFFN0phc3pfeUZ
GCC0185,Baims,Kuwait,Kuwait City,2020-03,Seed,,FALSE,Edtech,Online learning and edtech platform,,,AlWazzan Education,Seeds Partners,VC,Perplexity — Fund Portfolio Research,
GCC0186,Nana,Saudi Arabia,Riyadh,2020-03,Series B,18000000,TRUE,E-commerce & Retail,,,,STV,"MEVP, Wamda Capital",VC,Perplexity — Fund Portfolio Research,
GCC0187,SellAnyCar.com,UAE,,2020-02,Series C+,35000000,TRUE,Deep Tech & AI,,,,,,,News — Google News — GCC venture,REVIEW | UAE’s SellAnyCar.com Raises $35 Million in Funding - waya.media | https://news.google.com/rss/articles/CBMid0FVX3lxTE00MS1YYzZBN0o0Mm5nSE1RT1BjV3J
GCC0188,Seez,UAE,Dubai,2020-02,Series A,6000000,TRUE,Deep Tech & AI,,,,,,,News — Google News — Series A GCC,"REVIEW | Dubai’s Seez raises $6 million Series A to make car buying easy in UAE, Kuwait, Saudi & Pakistan - M | https://news.google.com/rss/articles/CBMiUkFVX3lxTE5nY2ZfdjdsNmd1VHF6SGt1d05wd3p"
GCC0189,Carzaty,Oman,,2019-12,Growth,4000000,TRUE,E-commerce & Retail,Automotive e-commerce platform,,,IDO Investments,,VC,Perplexity — Fund Portfolio Research,
GCC0190,TruKKer,UAE,Abu Dhabi,2019-11,Series A,23000000,TRUE,Logistics & Supply Chain,Digital freight and logistics platform,,,STV,"ADQ, Iliad Partners, Endeavor Catalyst, Khwarizmi Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0191,Invygo,UAE,Dubai,2019-11,Seed,1000000,TRUE,Logistics & Supply Chain,,,,,,,News — Google News — raises million Gulf,"REVIEW | Dubai-based car subscription startup Invygo raises $1 million seed, plans expansion to Saudi & Bahra | https://news.google.com/rss/articles/CBMiT0FVX3lxTE1YNXlGemJMWTFscnpKTU9xcDVWYlR"
GCC0192,TruKKer,Saudi Arabia,Riyadh,2019-10,Series A,,FALSE,Logistics & Supply Chain,Digital freight and logistics platform,,,STV,"Riyad Taqnia Fund, Raed Ventures, Vision Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0193,GuestReady,UAE,Dubai,2019-06,Series A,6000000,TRUE,Proptech,,,,,,,News — Google News — GCC venture,"REVIEW | GuestReady, a short-term rental management startup with presence in Dubai raises $6 million from Ven | https://news.google.com/rss/articles/CBMiW0FVX3lxTE5keFdEay1lcWNQQmJ5eTcwTHZORU1"
GCC0194,ProTenders,UAE,Dubai,2019-04,Seed,3000000,TRUE,SaaS & Enterprise Software,,,,,,,News — Google News — raises million Gulf,REVIEW | Dubai’s ProTenders raises $3 million Pre-Series A for its construction intelligence and procurement  | https://news.google.com/rss/articles/CBMiX0FVX3lxTFA5VDgwZGZxWmRYWE5uZUlRdTFfVUt
GCC0195,Step Group,UAE,Dubai,2019-04,Series B,20000000,TRUE,Media & Entertainment,Media and technology platform,,,Gulf Capital,"Dtec Ventures, Wamda Capital, Raed Ventures, Endeavor Catalyst, Sadu Capital",VC,Perplexity — Fund Portfolio Research,
GCC0196,JustClean,Kuwait,Kuwait City,2019-02,Series A,8000000,TRUE,Logistics & Supply Chain,On-demand laundry marketplace and logistics SaaS,,,Faith Capital,,VC,Perplexity — Fund Portfolio Research,
GCC0197,COFE App,Kuwait,Kuwait City,2019-02,Seed,3200000,TRUE,Food & Agritech,Coffee marketplace and foodtech platform,,,KISP Ventures,"Cedar Mundi, Towell Holding, Takamul Capital, Dividend Gate Capital",VC,Perplexity — Fund Portfolio Research,
GCC0198,Nana,Saudi Arabia,Riyadh,2019-02,Series A,6600000,TRUE,E-commerce & Retail,Online grocery delivery platform,,,MEVP,"Impact46, SVC, Wamda Capital",VC,Perplexity — Fund Portfolio Research,
GCC0199,Mumzworld,UAE,,2018-10,Series B,20000000,TRUE,E-commerce & Retail,,,,,,,News — Google News — Series A GCC,REVIEW | UAE’s Mumzworld raises $20 million Series B to accelerate expansion of its baby products ecommerce p | https://news.google.com/rss/articles/CBMiWEFVX3lxTE5LWDFmRFFIM0w5ZGhMZGw2eWpGX0F
GCC0200,Sarwa,UAE,Dubai,2018-09,Seed,1300000,TRUE,Fintech,,,,Shorooq Partners,"500 Global, MEVP, HALA Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0201,The Luxury Closet,UAE,Dubai,2018-07,Growth,8700000,TRUE,E-commerce & Retail,Online luxury resale marketplace,,,MEVP,"Wamda Capital, Precinct Partners, TechInvest, Saned, Equitrust",VC,Perplexity — Fund Portfolio Research,
GCC0202,Enhance,UAE,Dubai,2018-02,Seed,1500000,TRUE,E-commerce & Retail,,,,,,,News — Google News — raises million Gulf,REVIEW | Dubai-based Enhance raises $1.5 million in seed funding for its gifting platform ‘joi’ - MENAbytes | https://news.google.com/rss/articles/CBMiUEFVX3lxTE51NFFQXzJPamVHdE1STDY4eXhnMGd
GCC0203,Trukker,UAE,,2017-12,Seed,,FALSE,Deep Tech & AI,,,,,,,News — Google News — Series A GCC,REVIEW | UAE’s Trukker raises $1.4 mln in Saudi-led seed funding round - ارقام | https://news.google.com/rss/articles/CBMiaEFVX3lxTE8ySkgyQWpGbHYycDZPRTlwRnk5MzJ
GCC0204,Justmop,UAE,,2017-11,Series A,,FALSE,E-commerce & Retail,,,,,,,News — Google News — Series A GCC,"REVIEW | Justmop, a UAE-based on-demand cleaning services marketplace raises Series A funding - MENAbytes | https://news.google.com/rss/articles/CBMiVkFVX3lxTE1Lald6UTdSNFhRUm5OVHpqWEhTaVh"
GCC0205,Altibbi,UAE,Dubai,2017-10,Series A,6500000,TRUE,Healthtech,Arabic digital health and telemedicine platform,,,Hikma Ventures,"DASH Ventures, Global Ventures, Endeavor Catalyst",VC,Perplexity — Fund Portfolio Research,
GCC0206,Souqalmal,UAE,Dubai,2017-10,Series B,10000000,TRUE,Fintech,Insurance and financial products comparison platform,,,GoCompare,"Endeavor Catalyst, Pharos Holding, Al Tayyar Travel Group",VC,Perplexity — Fund Portfolio Research,
GCC0207,Yallacompare,UAE,Dubai,2017-09,Series A,8500000,TRUE,Fintech,Insurance and financial products comparison marketplace,,,STC Ventures,"Wamda Capital, Aramex, Dtec Ventures, Phoenician Funds",VC,Perplexity — Fund Portfolio Research,
GCC0208,Fetchr,UAE,Dubai,2017-02,Series B,41000000,TRUE,Logistics & Supply Chain,GPS-based last-mile delivery platform,,,New Enterprise Associates,"Vostok New Ventures, BECO Capital, Endeavor Catalyst",VC,Perplexity — Fund Portfolio Research,
GCC0209,The Luxury Closet,UAE,Dubai,2016-11,Series B,7800000,TRUE,E-commerce & Retail,Online luxury resale marketplace,,,Wamda Capital,"MEVP, Equitrust, Saned Partners, Arzan VC",VC,Perplexity — Fund Portfolio Research,
GCC0210,Careem,UAE,Dubai,2015-11,Series C+,60000000,TRUE,Logistics & Supply Chain,,,,The Abraaj Group,"BECO Capital, Wamda Capital, Arzan VC",VC,Perplexity — Fund Portfolio Research,
GCC0211,MealPlanet,UAE,,,Seed,,FALSE,Media & Entertainment,,,,,,,News — Google News — seed GCC 2024,REVIEW | UAE Startup MealPlanet Secures USD 6M in Seed Funding - waya.media | https://news.google.com/rss/articles/CBMifkFVX3lxTFAwcTdtNVMyNk91U2tReEpybzJtU2N
GCC0212,Pluto,UAE,,,Seed,,FALSE,Deep Tech & AI,,,,,,,News — Google News — Series A GCC,REVIEW | UAE’s Pluto Raises USD 4.1 M in a Pre-Series A Funding Round - waya.media | https://news.google.com/rss/articles/CBMihgFBVV95cUxOaVRaTjNYN1UzQnUyb0Z0Vk45OWI
GCC0213,Slide,Saudi Arabia,,,Pre-Seed,1750000,TRUE,SaaS & Enterprise Software,,,,,,,News — Google News — GCC venture,"REVIEW | Slide, Saudi Arabia’s SaaS startup, raises $1.75m in a pre-seed round - waya.media | https://news.google.com/rss/articles/CBMijgFBVV95cUxONHh2YWViZ0dLWU1SVWp1RVd5a3p"
